stn;time;ths200dx;ths200dn;ths200d0;rre150d0;hto000d0;hns000d0
SAM;19860321;-2.9;-8.6;-5.3;1.7;70;4
SAM;19860322;-1.5;-17.1;-8.4;0.0;73;0
SAM;19860323;1.7;-16.6;-4.6;0.1;71;1
SAM;19860324;4.1;-5.9;-0.1;0.4;72;2
SAM;19860325;0.4;-11.1;-2.9;0.0;74;0
SAM;19860326;-0.3;-15.5;-6.7;0.0;67;0
SAM;19860327;4.5;-19.4;-6.4;0.0;65;0
SAM;19860328;6.6;-11.1;-0.7;0.3;63;1
SAM;19860329;3.8;-5.9;0.0;3.4;64;3
SAM;19860330;1.4;-11.9;-2.5;0.0;66;1
SAM;19860331;6.9;-5.7;1.3;0.0;64;0
SAM;19860401;5.5;-0.3;2.0;0.3;61;1
SAM;19860402;4.1;-6.6;0.7;0.1;60;0
SAM;19860403;2.7;0.9;1.1;11.0;57;1
SAM;19860404;1.2;-2.6;-0.8;1.7;52;1
SAM;19860405;4.2;-3.2;-0.8;0.5;51;1
SAM;19860406;4.1;-1.0;1.3;1.4;48;0
SAM;19860407;5.5;0.8;2.1;9.2;43;0
SAM;19860408;6.7;0.7;2.4;20.0;35;1
SAM;19860409;3.7;-2.0;0.2;6.0;34;6
SAM;19860410;2.7;-5.1;-1.1;0.0;39;1
SAM;19860411;0.7;-5.8;-3.1;5.0;36;6
SAM;19860412;-5.0;-9.7;-7.5;1.2;40;5
SAM;19860413;-5.6;-19.3;-10.7;0.0;45;0
SAM;19860414;0.1;-21.3;-8.2;0.0;45;0
SAM;19860415;2.1;-8.7;-3.0;0.0;44;0
SAM;19860416;2.6;-6.1;-1.2;0.8;42;2
SAM;19860417;1.9;-2.8;-0.7;4.0;41;4
SAM;19860418;-1.3;-11.1;-3.9;2.9;44;2
SAM;19860419;0.1;-18.4;-6.6;0.0;45;0
SAM;19860420;0.0;-10.4;-3.4;0.0;42;0
SAM;19860421;4.4;-2.1;0.8;0.1;40;1
SAM;19860422;3.0;1.1;1.5;6.8;37;0
SAM;19860423;3.9;1.3;2.0;11.8;31;0
SAM;19860424;5.4;0.9;1.7;16.2;26;1
SAM;19860425;7.2;1.3;3.0;4.6;25;1
SAM;19860426;6.4;1.2;2.7;0.6;22;0
SAM;19860427;2.5;-1.9;0.8;5.1;20;1
SAM;19860428;7.2;0.1;3.5;0.4;18;0
SAM;19860429;8.4;-2.4;3.8;0.0;14;0
SAM;19860430;11.1;0.1;6.5;0.0;11;0
SAM;19860501;13.9;-2.1;5.1;0.0;7;0
SAM;19860502;12.6;-1.1;6.4;1.3;0;0
SAM;19860503;10.7;0.3;5.1;0.0;0;0
SAM;19860504;8.6;-2.3;3.2;1.4;0;0
SAM;19860505;11.9;0.5;5.5;0.1;0;0
SAM;19860506;13.6;-2.7;5.4;0.1;0;0
SAM;19860507;10.0;3.8;5.7;1.6;0;0
SAM;19860508;6.0;-3.7;1.9;8.0;0;0
SAM;19860509;7.6;-5.5;2.7;0.0;0;0
SAM;19860510;14.7;-2.2;6.0;0.0;0;0
SAM;19860511;15.7;-3.1;7.2;0.0;0;0
SAM;19860512;16.9;0.6;8.5;0.0;0;0
SAM;19860513;17.9;-1.8;8.2;10.0;0;0
SAM;19860514;15.6;3.5;9.3;4.8;0;0
SAM;19860515;8.0;4.5;5.9;8.8;0;0
SAM;19860516;14.6;4.5;8.3;2.0;0;0
SAM;19860517;17.0;5.3;10.0;0.0;0;0
SAM;19860518;19.7;4.3;11.2;0.0;0;0
SAM;19860519;19.8;3.3;11.8;0.0;0;0
SAM;19860520;19.6;5.0;12.3;0.0;0;0
SAM;19860521;19.5;5.6;11.1;2.5;0;0
SAM;19860522;18.6;5.2;11.8;0.0;0;0
SAM;19860523;18.6;4.2;11.8;0.1;0;0
SAM;19860524;15.1;3.8;9.9;0.1;0;0
SAM;19860525;17.5;-0.6;9.1;0.0;0;0
SAM;19860526;18.6;5.0;11.9;0.0;0;0
SAM;19860527;17.4;5.1;11.3;3.1;0;0
SAM;19860528;14.0;5.0;9.4;13.3;0;0
SAM;19860529;7.6;-0.1;3.5;4.5;0;4
SAM;19860530;2.5;-0.3;0.6;0.0;4;0
SAM;19860531;5.7;-1.4;2.0;0.0;0;0
SAM;19860601;10.0;-4.8;3.5;0.2;0;0
SAM;19860602;7.4;0.9;4.0;9.7;0;0
SAM;19860603;9.3;-2.1;3.9;0.1;0;0
SAM;19860604;5.7;0.2;2.2;13.8;0;0
SAM;19860605;7.2;-1.1;2.0;0.0;0;0
SAM;19860606;8.5;-2.5;2.8;0.2;0;0
SAM;19860607;8.1;0.4;3.8;0.2;0;0
SAM;19860608;12.1;-2.1;6.8;0.0;0;0
SAM;19860609;16.8;-4.2;7.0;0.0;0;0
SAM;19860610;18.2;-2.1;9.0;0.0;0;0
SAM;19860611;16.1;0.6;7.8;5.9;0;0
SAM;19860612;4.8;1.2;3.5;6.1;0;0
SAM;19860613;11.9;3.4;7.3;0.0;0;0
SAM;19860614;16.1;5.4;10.1;0.0;0;0
SAM;19860615;17.9;3.7;11.1;0.0;0;0
SAM;19860616;16.7;3.8;11.1;2.3;0;0
SAM;19860617;17.1;4.7;11.0;0.0;0;0
SAM;19860618;19.7;1.3;11.0;0.0;0;0
SAM;19860619;16.4;5.9;11.1;0.0;0;0
SAM;19860620;16.1;4.3;10.7;0.8;0;0
SAM;19860621;19.0;1.8;11.8;0.0;0;0
SAM;19860622;22.6;2.5;13.3;0.0;0;0
SAM;19860623;23.1;3.8;14.8;0.0;0;0
SAM;19860624;19.9;6.2;13.2;0.0;0;0
SAM;19860625;21.7;2.4;12.6;0.0;0;0
SAM;19860626;22.0;1.6;12.4;0.0;0;0
SAM;19860627;22.9;-0.2;12.3;0.0;0;0
SAM;19860628;22.9;-0.8;12.5;0.0;0;0
SAM;19860629;21.2;0.5;12.1;0.0;0;0
SAM;19860630;21.5;1.4;11.6;0.0;0;0
SAM;19860701;20.2;-0.1;11.7;0.0;0;0
SAM;19860702;20.3;1.7;12.2;0.0;0;0
SAM;19860703;21.7;4.2;13.0;1.3;0;0
SAM;19860704;20.8;4.5;13.2;0.0;0;0
SAM;19860705;20.6;4.1;13.5;0.0;0;0
SAM;19860706;13.8;4.3;9.9;19.5;0;0
SAM;19860707;12.8;2.5;8.1;0.3;0;0
SAM;19860708;12.9;0.9;7.8;0.0;0;0
SAM;19860709;12.1;0.4;7.7;0.0;0;0
SAM;19860710;16.5;-0.6;9.1;0.0;0;0
SAM;19860711;17.3;0.0;9.3;0.5;0;0
SAM;19860712;14.5;2.2;9.5;2.1;0;0
SAM;19860713;15.8;3.1;9.4;0.0;0;0
SAM;19860714;16.4;2.7;9.8;0.0;0;0
SAM;19860715;19.0;-1.0;9.7;0.0;0;0
SAM;19860716;18.9;1.7;11.8;0.0;0;0
SAM;19860717;20.9;3.9;14.0;0.0;0;0
SAM;19860718;17.4;0.1;9.1;15.9;0;0
SAM;19860719;13.1;6.8;9.0;0.0;0;0
SAM;19860720;15.7;2.6;9.5;0.0;0;0
SAM;19860721;18.8;-2.0;9.5;0.0;0;0
SAM;19860722;19.3;0.2;11.1;0.0;0;0
SAM;19860723;18.8;3.7;11.3;10.7;0;0
SAM;19860724;13.8;0.4;8.1;1.4;0;0
SAM;19860725;16.1;-4.2;7.3;0.0;0;0
SAM;19860726;19.3;0.6;10.9;0.0;0;0
SAM;19860727;21.4;2.8;12.1;0.0;0;0
SAM;19860728;22.4;3.1;13.5;3.6;0;0
SAM;19860729;22.2;7.4;14.8;0.0;0;0
SAM;19860730;24.5;3.1;14.2;0.0;0;0
SAM;19860731;15.2;4.6;10.7;11.2;0;0
SAM;19860801;20.6;6.6;13.4;0.0;0;0
SAM;19860802;22.8;3.2;13.6;0.0;0;0
SAM;19860803;23.4;5.5;14.7;0.0;0;0
SAM;19860804;23.3;5.1;15.2;0.0;0;0
SAM;19860805;21.5;7.6;14.7;0.0;0;0
SAM;19860806;24.1;5.5;14.7;0.0;0;0
SAM;19860807;23.3;1.6;13.6;11.6;0;0
SAM;19860808;16.6;4.0;10.2;4.0;0;0
SAM;19860809;21.0;3.1;12.1;0.0;0;0
SAM;19860810;21.1;4.9;13.2;0.1;0;0
SAM;19860811;21.6;6.3;12.9;8.9;0;0
SAM;19860812;10.6;8.5;9.4;14.1;0;0
SAM;19860813;19.6;6.2;11.8;2.1;0;0
SAM;19860814;18.1;3.3;11.3;0.0;0;0
SAM;19860815;21.0;1.1;11.1;8.9;0;0
SAM;19860816;21.5;6.4;12.7;0.0;0;0
SAM;19860817;21.1;4.6;13.9;0.0;0;0
SAM;19860818;18.0;6.2;12.6;18.9;0;0
SAM;19860819;17.7;4.9;9.8;3.9;0;0
SAM;19860820;17.1;2.6;10.6;0.0;0;0
SAM;19860821;17.9;1.5;10.0;0.0;0;0
SAM;19860822;18.4;5.0;12.5;2.5;0;0
SAM;19860823;11.7;1.9;7.7;15.7;0;0
SAM;19860824;7.0;2.0;4.3;12.1;0;0
SAM;19860825;14.6;-0.2;7.7;0.0;0;0
SAM;19860826;14.3;0.2;8.6;0.4;0;0
SAM;19860827;16.1;7.2;10.7;21.0;0;0
SAM;19860828;12.9;0.5;5.7;27.8;0;3
SAM;19860829;8.0;-0.1;3.4;0.0;3;0
SAM;19860830;11.1;-0.1;4.9;0.0;0;0
SAM;19860831;12.7;-3.7;5.6;0.0;0;0
SAM;19860901;13.4;-5.6;5.1;0.0;0;0
SAM;19860902;13.7;-0.9;7.0;0.0;0;0
SAM;19860903;15.9;-2.8;8.0;1.2;0;0
SAM;19860904;12.2;-2.9;7.2;0.0;0;0
SAM;19860905;18.6;-6.0;5.9;0.0;0;0
SAM;19860906;20.1;-2.7;8.3;0.0;0;0
SAM;19860907;18.1;1.4;8.8;0.0;0;0
SAM;19860908;16.5;-0.6;8.9;0.0;0;0
SAM;19860909;12.5;5.4;7.9;7.7;0;0
SAM;19860910;14.0;-2.0;7.2;0.0;0;0
SAM;19860911;14.0;1.0;7.4;0.0;0;0
SAM;19860912;13.8;-0.3;8.0;0.0;0;0
SAM;19860913;15.2;7.5;11.0;0.0;0;0
SAM;19860914;16.9;3.0;10.6;0.0;0;0
SAM;19860915;17.2;7.0;11.2;0.0;0;0
SAM;19860916;16.5;6.8;12.0;0.0;0;0
SAM;19860917;17.5;6.9;11.5;11.3;0;0
SAM;19860918;18.0;9.3;12.1;0.2;0;0
SAM;19860919;14.5;8.2;10.1;0.0;0;0
SAM;19860920;15.9;2.3;9.7;1.4;0;0
SAM;19860921;17.4;-0.8;6.4;0.0;0;0
SAM;19860922;18.4;-4.6;5.1;0.0;0;0
SAM;19860923;18.4;-5.5;5.3;0.0;0;0
SAM;19860924;14.8;-2.2;6.8;0.0;0;0
SAM;19860925;14.4;4.1;7.4;2.4;0;0
SAM;19860926;14.0;5.0;7.4;5.3;0;0
SAM;19860927;13.3;0.2;7.3;0.0;0;0
SAM;19860928;12.1;-2.9;3.6;0.0;0;0
SAM;19860929;15.9;-3.6;4.2;0.0;0;0
SAM;19860930;16.9;-5.0;4.8;0.0;0;0
SAM;19861001;16.6;-3.2;5.6;0.0;0;0
SAM;19861002;20.6;-4.2;5.9;0.0;0;0
SAM;19861003;19.4;-4.1;6.9;0.0;0;0
SAM;19861004;19.0;-2.7;6.8;0.0;0;0
SAM;19861005;18.7;-1.9;7.3;0.0;0;0
SAM;19861006;18.2;-2.3;6.7;0.0;0;0
SAM;19861007;18.7;-3.5;6.2;0.0;0;0
SAM;19861008;15.4;-3.7;4.5;0.0;0;0
SAM;19861009;14.1;-4.5;4.4;0.0;0;0
SAM;19861010;13.4;-3.7;5.1;0.0;0;0
SAM;19861011;15.7;-4.5;3.4;0.0;0;0
SAM;19861012;12.6;-6.8;3.1;0.0;0;0
SAM;19861013;12.8;-3.4;4.3;0.0;0;0
SAM;19861014;14.7;-5.3;3.9;0.0;0;0
SAM;19861015;16.5;-4.1;4.4;0.0;0;0
SAM;19861016;11.6;-2.7;3.7;0.0;0;0
SAM;19861017;15.3;-6.3;2.8;0.0;0;0
SAM;19861018;12.5;-7.2;2.6;0.0;0;0
SAM;19861019;8.9;-3.9;2.2;0.8;0;0
SAM;19861020;11.2;1.1;4.5;3.4;0;0
SAM;19861021;9.0;0.0;4.4;0.1;0;0
SAM;19861022;15.3;3.1;8.6;0.6;0;0
SAM;19861023;8.3;-6.1;3.0;2.6;0;0
SAM;19861024;4.6;-6.3;-1.3;0.0;0;0
SAM;19861025;3.7;-1.2;0.4;3.8;0;7
SAM;19861026;-0.5;-4.5;-2.2;0.3;7;0
SAM;19861027;1.4;-13.9;-4.3;0.0;7;0
SAM;19861028;7.6;-15.0;-5.8;0.0;4;0
SAM;19861029;6.7;-9.0;-1.1;2.3;0;0
SAM;19861030;9.1;-5.8;0.9;0.0;0;0
SAM;19861031;9.3;-9.1;-1.7;0.0;0;0
SAM;19861101;7.6;-4.3;0.7;0.0;0;0
SAM;19861102;3.5;-6.4;-1.2;0.6;0;0
SAM;19861103;2.7;-12.4;-2.6;0.0;0;0
SAM;19861104;4.5;-13.7;-5.8;0.0;0;0
SAM;19861105;6.4;-13.6;-4.3;0.0;0;0
SAM;19861106;8.0;-5.2;0.9;0.0;0;0
SAM;19861107;10.5;-9.7;-2.6;0.0;0;0
SAM;19861108;12.0;-9.9;-1.7;0.0;0;0
SAM;19861109;9.2;-11.1;-2.3;0.0;0;0
SAM;19861110;7.0;-10.8;-3.3;0.0;0;0
SAM;19861111;6.9;-9.9;-2.5;0.0;0;0
SAM;19861112;7.7;-9.1;-2.3;0.0;0;0
SAM;19861113;7.0;-9.6;-1.4;0.0;0;0
SAM;19861114;3.4;1.5;1.6;0.5;0;0
SAM;19861115;6.9;-2.5;2.5;0.0;0;0
SAM;19861116;9.2;-5.1;0.6;0.0;0;0
SAM;19861117;8.4;-3.9;0.5;0.0;0;0
SAM;19861118;7.0;-8.6;-0.8;0.0;0;0
SAM;19861119;8.2;-12.7;-2.4;0.0;0;0
SAM;19861120;5.3;-4.4;-0.2;2.3;0;5
SAM;19861121;1.3;-4.1;-0.6;4.4;5;0
SAM;19861122;1.3;-4.7;-1.2;0.6;5;3
SAM;19861123;1.3;-6.5;-1.2;1.0;8;2
SAM;19861124;-1.2;-18.6;-11.6;0.0;9;0
SAM;19861125;2.1;-15.7;-9.6;0.0;9;0
SAM;19861126;1.7;-14.0;-9.3;0.0;8;0
SAM;19861127;0.2;-15.6;-5.9;0.0;8;0
SAM;19861128;-3.4;-19.6;-13.7;0.0;7;0
SAM;19861129;-1.6;-21.5;-13.0;0.0;7;0
SAM;19861130;-0.7;-18.3;-11.6;0.0;7;0
SAM;19861201;1.4;-16.4;-10.5;0.0;6;0
SAM;19861202;1.6;-17.2;-10.4;0.0;5;0
SAM;19861203;3.1;-15.2;-8.3;0.0;5;0
SAM;19861204;1.8;-16.2;-9.1;0.0;5;0
SAM;19861205;2.4;-17.0;-9.5;0.0;5;0
SAM;19861206;3.4;-16.8;-8.6;0.0;5;0
SAM;19861207;0.5;-15.8;-7.7;0.0;5;0
SAM;19861208;3.8;-11.0;-5.3;0.0;5;0
SAM;19861209;0.8;-10.5;-4.5;0.0;5;0
SAM;19861210;1.6;-11.9;-5.8;0.0;5;0
SAM;19861211;-2.1;-14.2;-8.6;0.0;5;0
SAM;19861212;-1.6;-17.8;-11.7;0.0;5;0
SAM;19861213;0.4;-17.9;-8.6;0.0;5;0
SAM;19861214;-1.1;-6.2;-3.8;2.4;5;4
SAM;19861215;-1.9;-14.8;-9.7;0.0;9;0
SAM;19861216;0.5;-10.3;-4.9;0.0;9;0
SAM;19861217;-3.4;-6.9;-6.0;1.4;9;5
SAM;19861218;2.5;-9.6;-3.2;0.0;13;0
SAM;19861219;1.8;-7.2;-3.8;1.8;13;8
SAM;19861220;-5.7;-10.0;-7.9;5.3;20;14
SAM;19861221;-6.6;-15.6;-9.7;0.0;32;0
SAM;19861222;-6.3;-17.5;-11.5;0.1;30;0
SAM;19861223;-9.1;-19.7;-14.2;0.0;29;0
SAM;19861224;-10.7;-25.4;-17.3;0.0;28;0
SAM;19861225;-12.3;-25.8;-19.2;1.9;28;3
SAM;19861226;1.3;-12.4;-5.7;0.7;29;1
SAM;19861227;-4.0;-7.3;-6.8;1.7;29;3
SAM;19861228;2.9;-7.1;-5.0;2.4;32;4
SAM;19861229;3.7;-4.8;1.3;0.0;35;0
SAM;19861230;-0.4;-9.2;-4.1;0.0;32;0
SAM;19861231;4.5;-8.6;-1.6;0.0;31;0
SAM;19870101;4.5;-4.8;0.6;0.0;29;0
SAM;19870102;3.8;-6.9;-1.8;0.7;19;3
SAM;19870103;-2.7;-16.0;-5.8;0.1;22;1
SAM;19870104;-6.4;-17.2;-10.7;0.0;22;0
SAM;19870105;4.1;-11.1;-3.1;0.1;22;1
SAM;19870106;-0.4;-8.0;-4.1;1.2;22;5
SAM;19870107;-7.4;-20.9;-10.9;0.0;27;0
SAM;19870108;-11.4;-28.8;-20.9;0.0;27;0
SAM;19870109;-5.0;-26.7;-16.0;0.0;27;0
SAM;19870110;-6.3;-16.6;-9.5;4.0;27;6
SAM;19870111;-7.3;-17.6;-11.3;0.0;33;1
SAM;19870112;-18.5;-31.1;-23.6;0.0;34;0
SAM;19870113;-8.5;-25.6;-17.3;0.0;34;0
SAM;19870114;-1.9;-20.9;-10.5;1.0;34;1
SAM;19870115;-3.4;-11.3;-6.0;0.1;35;0
SAM;19870116;-5.1;-14.8;-10.4;0.0;35;0
SAM;19870117;-6.4;-22.6;-15.1;0.0;35;0
SAM;19870118;-4.6;-21.1;-14.2;0.0;34;0
SAM;19870119;-0.4;-15.4;-7.8;0.0;34;0
SAM;19870120;-3.3;-20.1;-13.2;0.0;33;0
SAM;19870121;-4.8;-22.6;-15.4;0.0;33;0
SAM;19870122;-2.2;-23.6;-14.4;0.0;33;0
SAM;19870123;-1.4;-20.6;-10.9;0.0;33;0
SAM;19870124;1.5;-16.5;-4.8;0.0;33;0
SAM;19870125;0.6;-20.1;-12.5;0.0;32;0
SAM;19870126;2.1;-20.7;-8.2;0.0;31;0
SAM;19870127;1.3;-15.7;-6.3;0.0;31;0
SAM;19870128;1.7;-9.6;-3.3;0.0;31;0
SAM;19870129;0.7;-18.1;-7.4;0.0;30;0
SAM;19870130;-5.9;-27.4;-17.8;0.0;30;0
SAM;19870131;-2.1;-26.1;-15.8;0.0;30;0
SAM;19870201;-1.9;-23.6;-14.6;0.0;30;0
SAM;19870202;0.2;-23.2;-13.0;0.0;29;0
SAM;19870203;-0.2;-18.3;-9.7;0.0;28;0
SAM;19870204;2.2;-14.6;-4.0;0.0;28;0
SAM;19870205;3.4;-12.5;-3.6;0.0;27;0
SAM;19870206;2.4;-18.2;-8.0;0.0;26;0
SAM;19870207;5.9;-6.4;-0.1;0.0;26;0
SAM;19870208;5.1;-14.9;-3.9;0.0;26;0
SAM;19870209;6.2;-13.8;-4.0;0.0;26;0
SAM;19870210;0.6;-7.2;-0.6;0.5;25;2
SAM;19870211;-0.4;-1.2;-0.8;9.0;27;20
SAM;19870212;2.0;-3.3;-0.7;4.4;47;7
SAM;19870213;1.9;-1.0;-0.1;2.4;51;2
SAM;19870214;3.4;-3.9;-0.9;1.0;50;2
SAM;19870215;-1.6;-3.4;-2.1;1.3;50;1
SAM;19870216;-3.1;-11.2;-5.4;0.0;51;0
SAM;19870217;-4.3;-11.7;-7.0;0.6;51;3
SAM;19870218;-3.3;-15.3;-7.4;0.5;54;4
SAM;19870219;-7.4;-17.1;-8.5;1.5;56;5
SAM;19870220;-1.7;-20.1;-7.8;0.5;59;1
SAM;19870221;-4.2;-16.6;-6.9;0.0;56;0
SAM;19870222;-3.8;-22.7;-14.0;0.0;54;0
SAM;19870223;-2.1;-20.9;-12.7;0.0;53;0
SAM;19870224;-4.0;-24.9;-12.5;0.0;51;0
SAM;19870225;2.1;-17.9;-9.9;0.0;50;0
SAM;19870226;1.3;-16.1;-5.0;0.0;49;0
SAM;19870227;1.7;-9.1;-2.7;3.9;48;5
SAM;19870228;2.8;-1.6;0.1;8.2;51;12
SAM;19870301;4.2;-8.2;-0.9;0.0;59;1
SAM;19870302;6.0;-7.1;0.3;2.3;54;1
SAM;19870303;-1.6;-8.1;-4.6;0.0;50;0
SAM;19870304;-4.7;-19.3;-10.1;0.3;50;1
SAM;19870305;-6.3;-20.4;-9.9;0.0;49;0
SAM;19870306;-8.3;-26.8;-17.5;0.0;48;0
SAM;19870307;-5.0;-27.4;-17.3;0.0;48;0
SAM;19870308;-1.0;-23.7;-13.5;0.0;48;0
SAM;19870309;-0.1;-24.1;-11.0;0.0;48;0
SAM;19870310;2.2;-23.7;-10.4;0.0;47;0
SAM;19870311;-4.5;-19.3;-11.6;0.0;45;0
SAM;19870312;0.1;-24.9;-12.4;0.0;44;0
SAM;19870313;-0.3;-23.8;-11.6;0.0;43;0
SAM;19870314;-1.3;-15.4;-7.7;0.0;43;0
SAM;19870315;-2.1;-21.7;-10.7;0.0;43;0
SAM;19870316;-5.9;-14.3;-9.9;0.4;43;1
SAM;19870317;-1.9;-16.6;-8.0;0.0;44;0
SAM;19870318;-0.8;-13.8;-5.0;0.0;44;0
SAM;19870319;-0.9;-6.7;-3.7;3.7;44;5
SAM;19870320;-4.7;-25.2;-11.0;0.0;48;0
SAM;19870321;-3.9;-28.2;-14.7;0.0;48;0
SAM;19870322;-0.5;-17.2;-8.6;0.0;48;0
SAM;19870323;2.7;-22.3;-8.7;0.0;47;0
SAM;19870324;4.4;-9.2;-1.3;0.0;47;0
SAM;19870325;4.0;-8.5;-1.1;0.6;46;1
SAM;19870326;6.2;-1.4;1.0;0.1;47;0
SAM;19870327;3.3;-1.7;1.6;0.0;44;0
SAM;19870328;2.5;-4.3;0.3;6.0;40;1
SAM;19870329;-0.6;-7.3;-4.2;0.0;41;0
SAM;19870330;-2.1;-7.6;-5.7;0.0;39;0
SAM;19870331;-3.6;-11.4;-7.3;0.0;39;0
SAM;19870401;-0.5;-13.0;-7.1;0.0;39;0
SAM;19870402;3.0;-16.5;-5.4;0.0;39;0
SAM;19870403;3.5;-3.6;-0.4;1.3;39;0
SAM;19870404;3.3;-3.1;0.1;10.6;38;11
SAM;19870405;2.4;-11.5;-2.3;2.8;47;6
SAM;19870406;6.1;-8.2;-1.7;0.0;46;0
SAM;19870407;6.6;-10.3;-0.3;0.0;40;0
SAM;19870408;4.0;0.6;1.6;2.1;38;0
SAM;19870409;4.8;0.8;1.5;7.9;35;1
SAM;19870410;6.5;-0.7;0.5;0.4;32;1
SAM;19870411;3.0;-7.6;-1.2;0.0;32;0
SAM;19870412;3.7;-4.3;-1.3;0.0;30;0
SAM;19870413;0.7;-4.4;-2.7;0.0;30;0
SAM;19870414;3.4;-6.6;-1.5;0.0;30;0
SAM;19870415;5.4;-12.3;-2.2;0.0;27;0
SAM;19870416;9.5;-9.5;0.2;0.0;22;0
SAM;19870417;10.9;-5.6;2.0;0.0;17;0
SAM;19870418;13.7;-6.2;3.0;0.0;14;0
SAM;19870419;12.8;-4.5;3.7;0.0;12;0
SAM;19870420;11.3;-0.2;4.5;0.8;9;0
SAM;19870421;3.7;-3.4;0.5;0.0;5;0
SAM;19870422;9.1;-8.6;-0.5;0.0;3;0
SAM;19870423;12.2;-8.7;1.4;0.0;0;0
SAM;19870424;13.8;-6.2;3.5;0.0;0;0
SAM;19870425;13.0;-4.0;4.8;0.0;0;0
SAM;19870426;10.4;-1.4;4.1;0.0;0;0
SAM;19870427;11.5;-4.4;3.3;0.0;0;0
SAM;19870428;13.2;-6.5;3.7;0.0;0;0
SAM;19870429;15.0;-3.5;5.7;0.0;0;0
SAM;19870430;15.1;-2.4;5.8;0.0;0;0
SAM;19870501;16.6;-1.9;6.7;0.0;0;0
SAM;19870502;16.8;-2.9;7.6;0.3;0;0
SAM;19870503;7.9;-4.4;1.7;13.1;0;25
SAM;19870504;0.6;-4.8;-3.2;0.4;25;2
SAM;19870505;4.6;-8.6;-0.9;1.9;11;2
SAM;19870506;6.5;-5.8;1.5;0.0;10;0
SAM;19870507;5.4;-2.0;0.9;0.0;5;0
SAM;19870508;11.2;-6.8;2.2;0.0;0;0
SAM;19870509;14.3;-8.1;3.4;0.0;0;0
SAM;19870510;13.9;-4.9;5.3;0.7;0;0
SAM;19870511;11.7;0.8;6.5;0.4;0;0
SAM;19870512;8.7;1.8;4.3;4.3;0;0
SAM;19870513;2.5;-4.0;0.1;0.8;0;0
SAM;19870514;6.4;-8.3;0.0;0.0;0;0
SAM;19870515;6.1;0.9;2.3;1.9;0;2
SAM;19870516;5.3;-5.2;0.6;0.2;2;0
SAM;19870517;7.1;-4.3;1.8;0.7;0;0
SAM;19870518;8.8;1.8;3.9;2.0;0;0
SAM;19870519;9.1;2.0;4.1;0.2;0;0
SAM;19870520;8.1;-1.6;3.3;0.1;0;0
SAM;19870521;3.0;-2.7;-0.5;0.0;0;0
SAM;19870522;5.1;-7.1;-0.3;0.0;0;0
SAM;19870523;12.3;-9.2;2.0;0.0;0;0
SAM;19870524;13.8;-7.3;4.7;0.0;0;0
SAM;19870525;11.7;-2.8;4.5;0.0;0;0
SAM;19870526;14.6;-5.6;6.4;0.0;0;0
SAM;19870527;9.7;3.4;6.8;3.6;0;0
SAM;19870528;10.9;0.3;6.3;0.0;0;0
SAM;19870529;11.3;1.6;5.9;0.0;0;0
SAM;19870530;11.3;-1.0;5.6;0.0;0;0
SAM;19870531;14.5;-1.9;6.6;9.3;0;0
SAM;19870601;11.5;-1.8;6.1;0.0;0;0
SAM;19870602;14.4;-5.1;6.5;0.1;0;0
SAM;19870603;12.9;1.1;7.1;4.9;0;0
SAM;19870604;6.7;1.8;4.8;15.4;0;0
SAM;19870605;12.7;-1.4;5.7;0.0;0;0
SAM;19870606;16.7;-2.5;8.7;0.0;0;0
SAM;19870607;13.9;6.7;9.9;10.9;0;0
SAM;19870608;8.7;0.6;6.0;28.3;0;1
SAM;19870609;7.0;0.7;2.2;18.2;1;1
SAM;19870610;9.3;1.1;4.6;0.0;1;0
SAM;19870611;12.7;0.7;7.5;0.0;0;0
SAM;19870612;16.2;2.8;9.8;0.0;0;0
SAM;19870613;16.6;0.3;10.3;4.5;0;0
SAM;19870614;17.9;8.4;12.4;5.9;0;0
SAM;19870615;13.1;1.5;7.0;26.2;0;0
SAM;19870616;6.3;0.5;2.7;0.0;0;0
SAM;19870617;8.3;-2.2;3.4;0.0;0;0
SAM;19870618;9.9;-2.0;4.0;0.2;0;0
SAM;19870619;7.8;-4.4;3.0;2.2;0;0
SAM;19870620;11.9;2.3;6.2;0.0;0;0
SAM;19870621;11.6;2.5;7.2;0.0;0;0
SAM;19870622;11.0;-1.2;7.0;0.0;0;0
SAM;19870623;15.7;-3.2;7.6;0.0;0;0
SAM;19870624;16.8;4.1;10.6;1.0;0;0
SAM;19870625;17.9;5.1;11.6;5.6;0;0
SAM;19870626;10.0;5.1;7.6;27.7;0;0
SAM;19870627;15.4;0.9;8.5;0.0;0;0
SAM;19870628;20.2;-0.6;10.7;0.0;0;0
SAM;19870629;21.9;2.5;13.6;0.0;0;0
SAM;19870630;23.5;5.5;15.2;0.3;0;0
SAM;19870701;22.0;7.2;13.7;0.8;0;0
SAM;19870702;22.3;4.8;14.3;0.3;0;0
SAM;19870703;21.3;9.3;13.9;3.5;0;0
SAM;19870704;21.9;6.9;13.9;0.0;0;0
SAM;19870705;21.7;4.1;13.6;0.0;0;0
SAM;19870706;20.3;7.7;14.6;0.0;0;0
SAM;19870707;19.4;11.5;15.0;0.0;0;0
SAM;19870708;18.3;7.8;12.7;2.8;0;0
SAM;19870709;15.7;3.1;10.8;0.0;0;0
SAM;19870710;20.6;-0.7;10.3;0.0;0;0
